"Country","Year","Value","Fuel"
"C1",1973,-297.865872093023,"Netimports"
"C1",1974,-110.369895348837,"Netimports"
"C1",1975,1196.78503488372,"Netimports"
"C1",1976,1103.7005,"Netimports"
"C1",1977,836.419988372093,"Netimports"
"C1",1978,4892.18848837209,"Netimports"
"C1",1979,4139.54458139535,"Netimports"
"C1",1980,-1638.26461627907,"Netimports"
"C1",1981,7361.55463953488,"Netimports"
"C1",1982,2696.75439534884,"Netimports"
"C1",1983,5594.30322093023,"Netimports"
"C1",1984,6494.5508372093,"Netimports"
"C1",1985,611.690197674419,"Netimports"
"C1",1986,109.039895348837,"Netimports"
"C1",1987,3211.37160465116,"Netimports"
"C1",1988,5600.95167441861,"Netimports"
"C1",1989,12576.8759069767,"Netimports"
"C1",1990,9372.15275581396,"Netimports"
"C1",1991,-2622.28831395349,"Netimports"
"C1",1992,4981.28456976744,"Netimports"
"C1",1993,1575.76544186046,"Netimports"
"C1",1994,-6436.0416627907,"Netimports"
"C1",1995,-1055.82977906977,"Netimports"
"C1",1996,-20479.6431162791,"Netimports"
"C1",1997,-9643.42481395349,"Netimports"
"C1",1998,-5744.56693023256,"Netimports"
"C1",1999,-3075.73634883721,"Netimports"
"C1",2000,884.290709302326,"Netimports"
"C1",2001,-764.612360465115,"Netimports"
"C1",2002,-2753.93511627907,"Netimports"
"C1",2003,-11362.8055116279,"Netimports"
"C1",2004,-3819.07180232558,"Netimports"
"C1",2005,1820.44213953488,"Netimports"
"C1",2006,-9221.88904651163,"Netimports"
"C1",2007,-1263.2726627907,"Netimports"
"C1",2008,1934.80203488372,"Netimports"
"C1",2009,444.139581395349,"Netimports"
"C1",2010,-1509.27781395349,"Netimports"
"C1",2011,1755.28451162791,"Netimports"
"C1",2012,6933.37196511628,"Netimports"
"C1",2013,1438.80018604651,"Netimports"
"C1",2014,3796.46644186047,"Netimports"
"C1",2015,7860.96190697675,"Netimports"
"C1",2016,6724.72280232558,"Netimports"
"C1",2017,6067.31772093023,"Netimports"
"C1",2018,6947.12354651163,"Netimports"
"C1",2019,7727.58146511628,"Netimports"
"C2",1960,0,"Nuclear"
"C2",1961,18.72,"Nuclear"
"C2",1962,78,"Nuclear"
"C2",1963,43.68,"Nuclear"
"C2",1964,81.12,"Nuclear"
"C2",1965,91.26,"Nuclear"
"C2",1966,206.7,"Nuclear"
"C2",1967,955.5,"Nuclear"
"C2",1968,1377.48,"Nuclear"
"C2",1969,3850.86,"Nuclear"
"C2",1970,5065.32,"Nuclear"
"C2",1971,4848.48,"Nuclear"
"C2",1972,7427.16,"Nuclear"
"C2",1973,9442.68,"Nuclear"
"C2",1974,11278.02,"Nuclear"
"C2",1975,18827.64,"Nuclear"
"C2",1976,23035.74,"Nuclear"
"C2",1977,32178.9,"Nuclear"
"C2",1978,34220.94,"Nuclear"
"C2",1979,40609.92,"Nuclear"
"C2",1980,43359.42,"Nuclear"
"C2",1981,51115.74,"Nuclear"
"C2",1982,58052.28,"Nuclear"
"C2",1983,60889.14,"Nuclear"
"C2",1984,81367.26,"Nuclear"
"C2",1985,108139.98,"Nuclear"
"C2",1986,101781.42,"Nuclear"
"C2",1987,110545.5,"Nuclear"
"C2",1988,122319.6,"Nuclear"
"C2",1989,126103.38,"Nuclear"
"C2",1990,118925.04,"Nuclear"
"C2",1991,114838.62,"Nuclear"
"C2",1992,123867.12,"Nuclear"
"C2",1993,119555.28,"Nuclear"
"C2",1994,117548.34,"Nuclear"
"C2",1995,119410.98,"Nuclear"
"C2",1996,124812.48,"Nuclear"
"C2",1997,132855.84,"Nuclear"
"C2",1998,126082.32,"Nuclear"
"C2",1999,132603.12,"Nuclear"
"C2",2000,132292.68,"Nuclear"
"C2",2001,133617.9,"Nuclear"
"C2",2002,128576.76,"Nuclear"
"C2",2003,128746.8,"Nuclear"
"C2",2004,130310.7,"Nuclear"
"C2",2005,127182.9,"Nuclear"
"C2",2006,130469.82,"Nuclear"
"C2",2007,109616.52,"Nuclear"
"C2",2008,115826.1,"Nuclear"
"C2",2009,105246.96,"Nuclear"
"C2",2010,109633.68,"Nuclear"
"C2",2011,84217.38,"Nuclear"
"C2",2012,77578.8,"Nuclear"
"C2",2013,75886.2,"Nuclear"
"C2",2014,75760.62,"Nuclear"
"C2",2015,71593.08,"Nuclear"
"C2",2016,66014.52,"Nuclear"
"C2",2017,59532.72,"Nuclear"
"C2",2018,59283.9,"Nuclear"
"C2",2019,58555.38,"Nuclear"
"C1",1960,0,"Nuclear"
"C1",1961,0,"Nuclear"
"C1",1962,0,"Nuclear"
"C1",1963,0,"Nuclear"
"C1",1964,0,"Nuclear"
"C1",1965,0,"Nuclear"
"C1",1966,0,"Nuclear"
"C1",1967,0,"Nuclear"
"C1",1968,0,"Nuclear"
"C1",1969,0,"Nuclear"
"C1",1970,0,"Nuclear"
"C1",1971,0,"Nuclear"
"C1",1972,0,"Nuclear"
"C1",1973,0,"Nuclear"
"C1",1974,0,"Nuclear"
"C1",1975,0,"Nuclear"
"C1",1976,0,"Nuclear"
"C1",1977,0,"Nuclear"
"C1",1978,0,"Nuclear"
"C1",1979,0,"Nuclear"
"C1",1980,0,"Nuclear"
"C1",1981,0,"Nuclear"
"C1",1982,0,"Nuclear"
"C1",1983,0,"Nuclear"
"C1",1984,0,"Nuclear"
"C1",1985,0,"Nuclear"
"C1",1986,0,"Nuclear"
"C1",1987,0,"Nuclear"
"C1",1988,0,"Nuclear"
"C1",1989,0,"Nuclear"
"C1",1990,0,"Nuclear"
"C1",1991,0,"Nuclear"
"C1",1992,0,"Nuclear"
"C1",1993,0,"Nuclear"
"C1",1994,0,"Nuclear"
"C1",1995,0,"Nuclear"
"C1",1996,0,"Nuclear"
"C1",1997,0,"Nuclear"
"C1",1998,0,"Nuclear"
"C1",1999,0,"Nuclear"
"C1",2000,0,"Nuclear"
"C1",2001,0,"Nuclear"
"C1",2002,0,"Nuclear"
"C1",2003,0,"Nuclear"
"C1",2004,0,"Nuclear"
"C1",2005,0,"Nuclear"
"C1",2006,0,"Nuclear"
"C1",2007,0,"Nuclear"
"C1",2008,0,"Nuclear"
"C1",2009,0,"Nuclear"
"C1",2010,0,"Nuclear"
"C1",2011,0,"Nuclear"
"C1",2012,0,"Nuclear"
"C1",2013,0,"Nuclear"
"C1",2014,0,"Nuclear"
"C1",2015,0,"Nuclear"
"C1",2016,0,"Nuclear"
"C1",2017,0,"Nuclear"
"C1",2018,0,"Nuclear"
"C1",2019,0,"Nuclear"
"C2",1960,2494.44,"Oil"
"C2",1961,3644.16,"Oil"
"C2",1962,4896.06,"Oil"
"C2",1963,7315.62,"Oil"
"C2",1964,9881.82,"Oil"
"C2",1965,13341.12,"Oil"
"C2",1966,16975.14,"Oil"
"C2",1967,16936.14,"Oil"
"C2",1968,18834.66,"Oil"
"C2",1969,22726.86,"Oil"
"C2",1970,29402.88,"Oil"
"C2",1971,29763.24,"Oil"
"C2",1972,32944.86,"Oil"
"C2",1973,34969.74,"Oil"
"C2",1974,25200.24,"Oil"
"C2",1975,24692.46,"Oil"
"C2",1976,28071.42,"Oil"
"C2",1977,23994.36,"Oil"
"C2",1978,25898.34,"Oil"
"C2",1979,22909.38,"Oil"
"C2",1980,20857.98,"Oil"
"C2",1981,16280.94,"Oil"
"C2",1982,13822.38,"Oil"
"C2",1983,9969.18,"Oil"
"C2",1984,7158.06,"Oil"
"C2",1985,7484.1,"Oil"
"C2",1986,10641.54,"Oil"
"C2",1987,10772.58,"Oil"
"C2",1988,9199.32,"Oil"
"C2",1989,8140.86,"Oil"
"C2",1990,8109.66,"Oil"
"C2",1991,11497.2,"Oil"
"C2",1992,10309.26,"Oil"
"C2",1993,7870.98,"Oil"
"C2",1994,6843.72,"Oil"
"C2",1995,7006.74,"Oil"
"C2",1996,6213.48,"Oil"
"C2",1997,5355.48,"Oil"
"C2",1998,4973.28,"Oil"
"C2",1999,4559.1,"Oil"
"C2",2000,3732.3,"Oil"
"C2",2001,3711.24,"Oil"
"C2",2002,3371.16,"Oil"
"C2",2003,7886.58,"Oil"
"C2",2004,8255.52,"Oil"
"C2",2005,9358.44,"Oil"
"C2",2006,8544.9,"Oil"
"C2",2007,7805.46,"Oil"
"C2",2008,7549.62,"Oil"
"C2",2009,7853.82,"Oil"
"C2",2010,6817.98,"Oil"
"C2",2011,5587.14,"Oil"
"C2",2012,5949.06,"Oil"
"C2",2013,5614.44,"Oil"
"C2",2014,4412.46,"Oil"
"C2",2015,4843.02,"Oil"
"C2",2016,4559.88,"Oil"
"C2",2017,4345.38,"Oil"
"C2",2018,4045.08,"Oil"
"C2",2019,3964.74,"Oil"
"C1",1960,2057.51,"Oil"
"C1",1961,2096.08,"Oil"
"C1",1962,2241.05,"Oil"
"C1",1963,3132.15,"Oil"
"C1",1964,3629.57,"Oil"
"C1",1965,3749.27,"Oil"
"C1",1966,6401.29,"Oil"
"C1",1967,5168.38,"Oil"
"C1",1968,7764.54,"Oil"
"C1",1969,14294.84,"Oil"
"C1",1970,18288.83,"Oil"
"C1",1971,20132.21,"Oil"
"C1",1972,22200.36,"Oil"
"C1",1973,16293.83,"Oil"
"C1",1974,16800.56,"Oil"
"C1",1975,15769.81,"Oil"
"C1",1976,14567.49,"Oil"
"C1",1977,15225.84,"Oil"
"C1",1978,12079.06,"Oil"
"C1",1979,10804.92,"Oil"
"C1",1980,6409.27,"Oil"
"C1",1981,3622.92,"Oil"
"C1",1982,2630.74,"Oil"
"C1",1983,1355.27,"Oil"
"C1",1984,1129.17,"Oil"
"C1",1985,1948.45,"Oil"
"C1",1986,2049.53,"Oil"
"C1",1987,1582.7,"Oil"
"C1",1988,1935.15,"Oil"
"C1",1989,1634.57,"Oil"
"C1",1990,1173.06,"Oil"
"C1",1991,1529.5,"Oil"
"C1",1992,1641.22,"Oil"
"C1",1993,1683.78,"Oil"
"C1",1994,4033.89,"Oil"
"C1",1995,4821.25,"Oil"
"C1",1996,7692.72,"Oil"
"C1",1997,7217.91,"Oil"
"C1",1998,6619.41,"Oil"
"C1",1999,6495.72,"Oil"
"C1",2000,5903.87,"Oil"
"C1",2001,5564.72,"Oil"
"C1",2002,5339.95,"Oil"
"C1",2003,3124.17,"Oil"
"C1",2004,2178.54,"Oil"
"C1",2005,1828.75,"Oil"
"C1",2006,2153.27,"Oil"
"C1",2007,1713.04,"Oil"
"C1",2008,1490.93,"Oil"
"C1",2009,1556.1,"Oil"
"C1",2010,1029.42,"Oil"
"C1",2011,602.49,"Oil"
"C1",2012,535.99,"Oil"
"C1",2013,466.83,"Oil"
"C1",2014,420.28,"Oil"
"C1",2015,422.61548,"Oil"
"C1",2016,430.83887,"Oil"
"C1",2017,372.3335,"Oil"
"C1",2018,352.24518,"Oil"
"C1",2019,315.39354,"Oil"
"C2",1960,0,"ONRES"
"C2",1961,0,"ONRES"
"C2",1962,0,"ONRES"
"C2",1963,0,"ONRES"
"C2",1964,0,"ONRES"
"C2",1965,0,"ONRES"
"C2",1966,0,"ONRES"
"C2",1967,0,"ONRES"
"C2",1968,0,"ONRES"
"C2",1969,0,"ONRES"
"C2",1970,0,"ONRES"
"C2",1971,0,"ONRES"
"C2",1972,0,"ONRES"
"C2",1973,0,"ONRES"
"C2",1974,1505.4,"ONRES"
"C2",1975,1565.46,"ONRES"
"C2",1976,1779.96,"ONRES"
"C2",1977,1736.28,"ONRES"
"C2",1978,1854.84,"ONRES"
"C2",1979,2081.82,"ONRES"
"C2",1980,2016.3,"ONRES"
"C2",1981,1602.9,"ONRES"
"C2",1982,1816.62,"ONRES"
"C2",1983,1396.2,"ONRES"
"C2",1984,1480.44,"ONRES"
"C2",1985,1336.92,"ONRES"
"C2",1986,1414.14,"ONRES"
"C2",1987,1320.54,"ONRES"
"C2",1988,1685.58,"ONRES"
"C2",1989,1811.94,"ONRES"
"C2",1990,2800.98,"ONRES"
"C2",1991,3003.78,"ONRES"
"C2",1992,3252.6,"ONRES"
"C2",1993,3300.18,"ONRES"
"C2",1994,4021.68,"ONRES"
"C2",1995,4105.14,"ONRES"
"C2",1996,4272.06,"ONRES"
"C2",1997,4380.48,"ONRES"
"C2",1998,5208.84,"ONRES"
"C2",1999,3696.42,"ONRES"
"C2",2000,4516.2,"ONRES"
"C2",2001,6123.78,"ONRES"
"C2",2002,5623.02,"ONRES"
"C2",2003,3339.96,"ONRES"
"C2",2004,3271.32,"ONRES"
"C2",2005,4810.26,"ONRES"
"C2",2006,5803.98,"ONRES"
"C2",2007,5182.32,"ONRES"
"C2",2008,5472.48,"ONRES"
"C2",2009,5857.02,"ONRES"
"C2",2010,6578.52,"ONRES"
"C2",2011,6630.78,"ONRES"
"C2",2012,6530.94,"ONRES"
"C2",2013,6507.54,"ONRES"
"C2",2014,7375.68,"ONRES"
"C2",2015,6926.4,"ONRES"
"C2",2016,7190.82,"ONRES"
"C2",2017,7013.76,"ONRES"
"C2",2018,6733.74,"ONRES"
"C2",2019,6077.76,"ONRES"
"C1",1960,0,"ONRES"
"C1",1961,0,"ONRES"
"C1",1962,0,"ONRES"
"C1",1963,0,"ONRES"
"C1",1964,0,"ONRES"
"C1",1965,0,"ONRES"
"C1",1966,0,"ONRES"
"C1",1967,0,"ONRES"
"C1",1968,0,"ONRES"
"C1",1969,0,"ONRES"
"C1",1970,0,"ONRES"
"C1",1971,0,"ONRES"
"C1",1972,0,"ONRES"
"C1",1973,0,"ONRES"
"C1",1974,0,"ONRES"
"C1",1975,0,"ONRES"
"C1",1976,0,"ONRES"
"C1",1977,0,"ONRES"
"C1",1978,0,"ONRES"
"C1",1979,0,"ONRES"
"C1",1980,0,"ONRES"
"C1",1981,0,"ONRES"
"C1",1982,0,"ONRES"
"C1",1983,0,"ONRES"
"C1",1984,0,"ONRES"
"C1",1985,0,"ONRES"
"C1",1986,0,"ONRES"
"C1",1987,0,"ONRES"
"C1",1988,2.66,"ONRES"
"C1",1989,6.65,"ONRES"
"C1",1990,30.59,"ONRES"
"C1",1991,85.12,"ONRES"
"C1",1992,151.62,"ONRES"
"C1",1993,246.05,"ONRES"
"C1",1994,308.56,"ONRES"
"C1",1995,387.03,"ONRES"
"C1",1996,498.75,"ONRES"
"C1",1997,562.59,"ONRES"
"C1",1998,571.9,"ONRES"
"C1",1999,691.6,"ONRES"
"C1",2000,791.35,"ONRES"
"C1",2001,807.31,"ONRES"
"C1",2002,845.88,"ONRES"
"C1",2003,915.04,"ONRES"
"C1",2004,876.47,"ONRES"
"C1",2005,1085.28,"ONRES"
"C1",2006,1095.92,"ONRES"
"C1",2007,1057.35,"ONRES"
"C1",2008,1137.15,"ONRES"
"C1",2009,1053.36,"ONRES"
"C1",2010,993.40094,"ONRES"
"C1",2011,1035.09644,"ONRES"
"C1",2012,970.75237,"ONRES"
"C1",2013,951.01916,"ONRES"
"C1",2014,963.16206,"ONRES"
"C1",2015,999.706469999998,"ONRES"
"C1",2016,936.7589,"ONRES"
"C1",2017,961.54079,"ONRES"
"C1",2018,935.91701,"ONRES"
"C1",2019,1029.46123,"ONRES"
"C2",1960,95341.935,"Total"
"C2",1961,101913.413232558,"Total"
"C2",1962,109455.411,"Total"
"C2",1963,118341.253534884,"Total"
"C2",1964,128322.344860465,"Total"
"C2",1965,137034.484116279,"Total"
"C2",1966,143665.586093023,"Total"
"C2",1967,148734.064186047,"Total"
"C2",1968,163179.688674419,"Total"
"C2",1969,179935.782,"Total"
"C2",1970,247198.795395349,"Total"
"C2",1971,260738.972302326,"Total"
"C2",1972,279774.842372093,"Total"
"C2",1973,301011.296511628,"Total"
"C2",1974,310116.094116279,"Total"
"C2",1975,305875.823651163,"Total"
"C2",1976,329698.802232558,"Total"
"C2",1977,337336.61755814,"Total"
"C2",1978,352402.683069767,"Total"
"C2",1979,366198.811534884,"Total"
"C2",1980,369318.856883721,"Total"
"C2",1981,372272.380395349,"Total"
"C2",1982,371257.836209302,"Total"
"C2",1983,381075.150209302,"Total"
"C2",1984,395822.885930233,"Total"
"C2",1985,408012.184465116,"Total"
"C2",1986,411767.38472093,"Total"
"C2",1987,419546.138790698,"Total"
"C2",1988,428213.496069767,"Total"
"C2",1989,435456.716651163,"Total"
"C2",1990,427892.270302326,"Total"
"C2",1991,417495.86072093,"Total"
"C2",1992,412115.307348837,"Total"
"C2",1993,408218.33755814,"Total"
"C2",1994,411482.431674419,"Total"
"C2",1995,419356.962488372,"Total"
"C2",1996,425432.239186046,"Total"
"C2",1997,425616.690139535,"Total"
"C2",1998,430354.949790698,"Total"
"C2",1999,431796.153976744,"Total"
"C2",2000,448788.171,"Total"
"C2",2001,456723.026651163,"Total"
"C2",2002,461721.156906977,"Total"
"C2",2003,469101.038930233,"Total"
"C2",2004,475592.888232558,"Total"
"C2",2005,477180.461232558,"Total"
"C2",2006,480776.442627907,"Total"
"C2",2007,481950.283674419,"Total"
"C2",2008,479776.921604651,"Total"
"C2",2009,451267.602348837,"Total"
"C2",2010,477178.799651163,"Total"
"C2",2011,470744.568767442,"Total"
"C2",2012,469311.72327907,"Total"
"C2",2013,468569.239465116,"Total"
"C2",2014,458694.677093023,"Total"
"C2",2015,463409.457837209,"Total"
"C2",2016,463589.17255814,"Total"
"C2",2017,464309.383744186,"Total"
"C2",2018,458844.961325581,"Total"
"C2",2019,451959.985674419,"Total"
"C1",1960,7506.49525581395,"Total"
"C1",1961,8244.45967441861,"Total"
"C1",1962,9405.54503488372,"Total"
"C1",1963,10516.2063837209,"Total"
"C1",1964,11505.6335930233,"Total"
"C1",1965,12807.4839883721,"Total"
"C1",1966,14057.9530813953,"Total"
"C1",1967,15204.252244186,"Total"
"C1",1968,16864.4618604651,"Total"
"C1",1969,18978.5664534884,"Total"
"C1",1970,21054.9036860465,"Total"
"C1",1971,22163.5885930233,"Total"
"C1",1972,24347.5228255814,"Total"
"C1",1973,25131.734127907,"Total"
"C1",1974,24232.6201046512,"Total"
"C1",1975,25487.9050348837,"Total"
"C1",1976,28380.6705,"Total"
"C1",1977,30181.5399883721,"Total"
"C1",1978,32048.1284883721,"Total"
"C1",1979,33547.1745813954,"Total"
"C1",1980,33959.1853837209,"Total"
"C1",1981,33646.3446395349,"Total"
"C1",1982,34252.3343953488,"Total"
"C1",1983,35092.3732209302,"Total"
"C1",1984,36648.3108372093,"Total"
"C1",1985,39373.2101976744,"Total"
"C1",1986,41050.4298953488,"Total"
"C1",1987,42431.7416046512,"Total"
"C1",1988,42934.0516744186,"Total"
"C1",1989,43077.7659069767,"Total"
"C1",1990,43928.212755814,"Total"
"C1",1991,45982.5616860465,"Total"
"C1",1992,45862.8245697674,"Total"
"C1",1993,46761.1854418605,"Total"
"C1",1994,47532.6983372093,"Total"
"C1",1995,47833.6402209302,"Total"
"C1",1996,50784.4168837209,"Total"
"C1",1997,49295.5251860465,"Total"
"C1",1998,48935.7230697674,"Total"
"C1",1999,48687.8636511628,"Total"
"C1",2000,48834.7807093023,"Total"
"C1",2001,49414.9576395349,"Total"
"C1",2002,49497.7748837209,"Total"
"C1",2003,50064.5744883721,"Total"
"C1",2004,49952.8281976744,"Total"
"C1",2005,50027.6221395349,"Total"
"C1",2006,51440.7409534884,"Total"
"C1",2007,51027.0073372093,"Total"
"C1",2008,50634.0820348837,"Total"
"C1",2009,48834.8595813954,"Total"
"C1",2010,50177.2247460465,"Total"
"C1",2011,48609.9462816279,"Total"
"C1",2012,47765.3056251163,"Total"
"C1",2013,47645.7772260465,"Total"
"C1",2014,46601.2024018605,"Total"
"C1",2015,46352.0024669767,"Total"
"C1",2016,47340.8027823256,"Total"
"C1",2017,47352.8106409302,"Total"
"C1",2018,47347.9815965116,"Total"
"C1",2019,46667.5981051163,"Total"
